id,state_alpha,statistic_description,production_practice_description,domain_category_description,naics_description,year,coefficient_of_variance,value
78,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,42.5,336382000
127,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,58.2,3992000
177,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,46.5,336293000
426,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,7.7,47876000
630,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,30.8,102000
840,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11141),,2012,72.5,235000
948,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111422),Floriculture Production,2012,94.1,2796000
989,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,50.5,266907000
1051,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,51.9,249371000
1093,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,33.6,17536000
1143,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,20,29717000
1191,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,20.2,28649000
1238,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,21.3,27115000
1359,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,0.5,1534000
1744,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,52.1,326000
1837,NV,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,43,366010000
33,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,4.2,822600000
82,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,9,256344000
131,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,3.3,1426627000
181,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,3.5,1869131000
228,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,9.6,605505000
263,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,33.4,29110000
286,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11113),,2012,30.5,3674000
304,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11114),,2012,9.4,383000
339,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,18.4,413132000
385,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,8.6,159205000
429,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,6.7,354999000
522,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,14.4,305659000
566,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,14.4,305659000
601,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,22.7,192512000
633,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,8.2,75357000
683,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,16.1,5040000
763,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111339),Other Noncitrus Fruit Farming,2012,19.7,30118000
805,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,6.7,411824000
844,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11141),,2012,35.3,25458000
880,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11142),,2012,6.3,386367000
915,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,14.1,173764000
952,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111422),Floriculture Production,2012,7.9,212603000
992,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,5.7,191146000
1054,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,7.1,108784000
1097,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,5.8,82362000
1147,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,4.1,380096000
1195,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,4.2,357370000
1242,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,4.6,33081000
1285,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,4.9,29059000
1320,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112112),Cattle Feedlots,2012,13.4,4022000
1363,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,4.3,324289000
1402,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,7.2,3233000
1437,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,13.6,13202000
1475,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,14.7,12314000
1500,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11232),,2012,28.6,44000
1539,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11239),,2012,16.4,833000
1564,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1124),,2012,40.9,1153000
1601,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,40.1,908000
1633,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11242),,2012,53,244000
1657,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1125),,2012,83.1,20000
1689,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,10.3,5118000
1746,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,27.8,1521000
1791,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,14,3550000
1841,NY,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,3.5,2249227000
36,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,3.3,673853000
85,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,3.5,285501000
134,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,2.4,5924092000
184,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,2.5,6198468000
231,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,2.3,5485019000
266,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,2.6,1696746000
307,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11114),,2012,7.6,7059000
342,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,2.3,2658462000
388,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,2.1,1122751000
431,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,3.7,108868000
458,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111211),Potato Farming,2012,8.6,2152000
485,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111219),Other Vegetable (except Potato) and Melon Farming,2012,3.7,106716000
525,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,10.1,22465000
569,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,10.1,22465000
604,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,10.6,12503000
636,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,14,3301000
658,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111333),Strawberry Farming,2012,35.9,438000
685,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,10.7,1881000
717,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111335),Tree Nut Farming,2012,21.9,123000
735,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111336),Fruit and Tree Nut Combination Farming,2012,11.3,13000
765,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111339),Other Noncitrus Fruit Farming,2012,10.7,4206000
807,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,5.8,435877000
846,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11141),,2012,17.3,3614000
882,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11142),,2012,5.7,432262000
917,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,7.7,200255000
954,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111422),Floriculture Production,2012,4.2,232007000
994,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,5.4,146240000
1013,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11191),,2012,13.6,4372000
1056,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,7.7,84244000
1100,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,9.5,57624000
1150,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,4.5,399478000
1198,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,3,221391000
1245,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,5.8,94317000
1288,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,5.1,46077000
1323,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112112),Cattle Feedlots,2012,12.1,48241000
1366,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,3.8,127073000
1404,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,12.3,120649000
1439,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,2.5,33563000
1477,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,3.1,16609000
1502,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11232),,2012,5.5,5956000
1519,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11233),,2012,2.4,8326000
1567,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1124),,2012,14.7,1180000
1604,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,14.5,1028000
1636,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11242),,2012,23,152000
1659,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1125),,2012,34.4,27000
1692,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,19.9,22669000
1719,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11291),,2012,10.1,61000
1749,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,16.3,848000
1764,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11293),,2012,10.3,8000
1794,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,20.5,21752000
1844,OH,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,2.5,6597946000
37,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,11.7,670150000
86,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,19.5,187533000
135,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,3.8,1205419000
185,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,7.2,1606034000
232,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,7.4,1098133000
267,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,7.3,12230000
280,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11112),,2012,40.8,17039000
308,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11114),,2012,5.6,727871000
343,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,19.1,182023000
389,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,8.3,158970000
432,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,64.6,18813000
459,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111211),Potato Farming,2012,62.2,5000
486,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111219),Other Vegetable (except Potato) and Melon Farming,2012,64.7,18808000
526,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,12.3,32144000
570,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,12.3,32144000
605,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,64,12000
637,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,20.3,790000
659,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111333),Strawberry Farming,2012,93.6,131000
718,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111335),Tree Nut Farming,2012,12.9,30477000
766,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111339),Other Noncitrus Fruit Farming,2012,36.3,643000
808,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,4.3,208943000
995,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,8.1,248002000
1026,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11192),,2012,11.6,29372000
1057,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,8.9,115960000
1101,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,9.7,102670000
1151,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,2.6,269534000
1199,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,2.5,263144000
1246,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,2.5,255882000
1289,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,2.8,251832000
1324,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112112),Cattle Feedlots,2012,18.5,4050000
1367,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,19.8,7262000
1440,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,12.3,1740000
1478,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,21.9,391000
1503,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11232),,2012,14.7,1274000
1541,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11239),,2012,57.5,76000
1568,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1124),,2012,37.3,529000
1605,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,84.2,280000
1637,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11242),,2012,49.7,249000
1693,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,19.4,3501000
1750,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,22.7,453000
1795,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,21.7,3038000
1845,OK,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,6.5,1875569000
38,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,2.5,2669627000
87,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,1.2,1362355000
136,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,2.5,577805000
186,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,2.3,3152712000
233,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,7.9,393726000
309,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11114),,2012,8.1,299332000
344,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,11.1,28677000
390,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,12.8,62120000
433,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,7.1,475391000
460,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111211),Potato Farming,2012,10.5,93945000
487,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111219),Other Vegetable (except Potato) and Melon Farming,2012,7.9,381446000
527,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,5.5,495471000
606,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,7,23463000
638,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,6.5,68894000
686,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,4.8,168319000
719,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111335),Tree Nut Farming,2012,4.6,44972000
736,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111336),Fruit and Tree Nut Combination Farming,2012,5.3,9591000
767,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111339),Other Noncitrus Fruit Farming,2012,7.7,178058000
809,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,2.3,853359000
847,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11141),,2012,7,19150000
883,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11142),,2012,2.2,834210000
918,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,2.5,707758000
955,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111422),Floriculture Production,2012,1.6,126452000
996,OR,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,3.7,934765000
